match_id,batting_team,total_runs,wickets
1216517,Mumbai Indians,192,8
1216518,Rajasthan Royals,154,6
1216518,Sunrisers Hyderabad,156,2
1216519,Delhi Capitals,196,4
1216519,Royal Challengers Bangalore,137,9
1216520,Kings XI Punjab,150,2
1216520,Kolkata Knight Riders,149,9
1216521,Chennai Super Kings,114,9
1216521,Mumbai Indians,116,0
1216522,Rajasthan Royals,177,6
1216522,Royal Challengers Bangalore,179,3
1216523,Kings XI Punjab,162,5
1216523,Kolkata Knight Riders,164,6
1216524,Delhi Capitals,131,10
1216524,Sunrisers Hyderabad,219,2
1216525,Chennai Super Kings,132,8
1216525,Royal Challengers Bangalore,169,4
1216526,Kolkata Knight Riders,148,5
1216526,Mumbai Indians,149,2
1216527,Kings XI Punjab,223,2
1216527,Rajasthan Royals,226,6
1216528,Chennai Super Kings,167,6
1216528,Sunrisers Hyderabad,147,8
1216529,Delhi Capitals,162,4
1216529,Mumbai Indians,166,5
1216530,Kolkata Knight Riders,191,7
1216530,Rajasthan Royals,131,9
1216531,Kings XI Punjab,177,2
1216531,Royal Challengers Bangalore,171,6
1216532,Delhi Capitals,147,7
1216532,Sunrisers Hyderabad,162,4
1216533,Chennai Super Kings,125,5
1216533,Rajasthan Royals,126,3
1216534,Royal Challengers Bangalore,163,5
1216534,Sunrisers Hyderabad,153,10
1216535,Delhi Capitals,110,9
1216535,Mumbai Indians,111,1
1216536,Chennai Super Kings,178,4
1216536,Kolkata Knight Riders,172,5
1216537,Kings XI Punjab,185,4
1216537,Rajasthan Royals,186,3
1216538,Mumbai Indians,208,5
1216538,Sunrisers Hyderabad,174,7
1216539,Chennai Super Kings,131,7
1216539,Delhi Capitals,175,3
1216540,Kolkata Knight Riders,112,9
1216540,Royal Challengers Bangalore,194,2
1216541,Mumbai Indians,195,5
1216541,Rajasthan Royals,196,2
1216542,Kings XI Punjab,132,10
1216542,Sunrisers Hyderabad,201,6
1216543,Delhi Capitals,161,7
1216543,Rajasthan Royals,148,8
1216544,Chennai Super Kings,150,2
1216544,Royal Challengers Bangalore,145,6
1216545,Kolkata Knight Riders,145,3
1216545,Sunrisers Hyderabad,142,4
1216546,Delhi Capitals,164,5
1216546,Kings XI Punjab,167,5
1216547,Mumbai Indians,208,6
1216547,Royal Challengers Bangalore,212,3
1237177,Delhi Capitals,143,8
1237177,Mumbai Indians,200,5
1237178,Royal Challengers Bangalore,131,7
1237178,Sunrisers Hyderabad,132,4
1237180,Delhi Capitals,189,3
1237180,Sunrisers Hyderabad,172,8
1237181,Delhi Capitals,156,7
1237181,Mumbai Indians,157,5
1254058,Mumbai Indians,159,9
1254058,Royal Challengers Bangalore,160,8
1254059,Chennai Super Kings,188,7
1254059,Delhi Capitals,190,3
1254060,Kolkata Knight Riders,187,6
1254060,Sunrisers Hyderabad,177,5
1254061,Punjab Kings,221,6
1254061,Rajasthan Royals,217,7
1254062,Kolkata Knight Riders,142,7
1254062,Mumbai Indians,152,10
1254063,Royal Challengers Bangalore,149,8
1254063,Sunrisers Hyderabad,143,9
1254064,Delhi Capitals,147,8
1254064,Rajasthan Royals,150,7
1254065,Chennai Super Kings,107,4
1254065,Punjab Kings,106,8
1254066,Mumbai Indians,150,5
1254066,Sunrisers Hyderabad,137,10
1254067,Kolkata Knight Riders,166,8
1254067,Royal Challengers Bangalore,204,4
1254068,Delhi Capitals,198,4
1254068,Punjab Kings,195,4
1254069,Chennai Super Kings,188,9
1254069,Rajasthan Royals,143,9
1254070,Delhi Capitals,138,4
1254070,Mumbai Indians,137,9
1254071,Punjab Kings,120,10
1254071,Sunrisers Hyderabad,121,1
1254072,Chennai Super Kings,220,3
1254072,Kolkata Knight Riders,202,10
1254073,Rajasthan Royals,177,9
1254073,Royal Challengers Bangalore,181,0
1254074,Mumbai Indians,131,6
1254074,Punjab Kings,132,1
1254075,Kolkata Knight Riders,133,9
1254075,Rajasthan Royals,134,4
1254076,Chennai Super Kings,191,4
1254076,Royal Challengers Bangalore,122,9
1254077,Delhi Capitals,167,4
1254077,Sunrisers Hyderabad,166,7
1254078,Kolkata Knight Riders,126,5
1254078,Punjab Kings,123,9
1254079,Delhi Capitals,170,4
1254079,Royal Challengers Bangalore,171,5
1254080,Chennai Super Kings,173,3
1254080,Sunrisers Hyderabad,171,3
1254081,Mumbai Indians,172,3
1254081,Rajasthan Royals,171,4
1254082,Delhi Capitals,156,3
1254082,Kolkata Knight Riders,154,6
1254083,Punjab Kings,179,5
1254083,Royal Challengers Bangalore,145,8
1254084,Chennai Super Kings,218,4
1254084,Mumbai Indians,219,6
1254085,Rajasthan Royals,220,3
1254085,Sunrisers Hyderabad,165,8
1254086,Delhi Capitals,167,3
1254086,Punjab Kings,166,6
1254087,Kolkata Knight Riders,94,1
1254087,Royal Challengers Bangalore,92,10
1254088,Mumbai Indians,235,9
1254088,Sunrisers Hyderabad,193,8
1254089,Chennai Super Kings,189,4
1254089,Rajasthan Royals,190,3
1254090,Punjab Kings,158,6
1254090,Royal Challengers Bangalore,164,7
1254091,Chennai Super Kings,139,4
1254091,Sunrisers Hyderabad,134,7
1254092,Delhi Capitals,127,9
1254092,Kolkata Knight Riders,130,7
1254093,Mumbai Indians,94,2
1254093,Rajasthan Royals,90,9
1254094,Chennai Super Kings,134,6
1254094,Punjab Kings,139,4
1254095,Royal Challengers Bangalore,137,6
1254095,Sunrisers Hyderabad,141,7
1254096,Kolkata Knight Riders,159,3
1254096,Mumbai Indians,155,6
1254097,Delhi Capitals,154,6
1254097,Rajasthan Royals,121,6
1254098,Chennai Super Kings,172,8
1254098,Kolkata Knight Riders,171,6
1254099,Mumbai Indians,137,4
1254099,Punjab Kings,135,6
1254100,Rajasthan Royals,164,5
1254100,Sunrisers Hyderabad,167,3
1254101,Delhi Capitals,164,5
1254101,Royal Challengers Bangalore,166,3
1254102,Kolkata Knight Riders,165,7
1254102,Punjab Kings,168,5
1254103,Rajasthan Royals,149,9
1254103,Royal Challengers Bangalore,153,3
1254104,Chennai Super Kings,156,7
1254104,Mumbai Indians,136,8
1254105,Delhi Capitals,139,2
1254105,Sunrisers Hyderabad,134,9
1254106,Kolkata Knight Riders,171,4
1254106,Rajasthan Royals,85,10
1254107,Punjab Kings,125,7
1254107,Sunrisers Hyderabad,120,7
1254108,Mumbai Indians,111,10
1254108,Royal Challengers Bangalore,165,6
1254109,Kolkata Knight Riders,119,4
1254109,Sunrisers Hyderabad,115,8
1254110,Chennai Super Kings,136,5
1254110,Delhi Capitals,139,7
1254111,Punjab Kings,183,4
1254111,Rajasthan Royals,185,10
1254112,Delhi Capitals,132,6
1254112,Mumbai Indians,129,8
1254113,Chennai Super Kings,157,4
1254113,Royal Challengers Bangalore,156,6
1254114,Chennai Super Kings,173,6
1254114,Delhi Capitals,172,5
1254115,Kolkata Knight Riders,139,6
1254115,Royal Challengers Bangalore,138,7
1254116,Delhi Capitals,135,5
1254116,Kolkata Knight Riders,136,7
1254117,Chennai Super Kings,192,3
1254117,Kolkata Knight Riders,165,9
1304047,Chennai Super Kings,131,5
1304047,Kolkata Knight Riders,133,4
1304048,Delhi Capitals,179,6
1304048,Mumbai Indians,177,5
1304049,Punjab Kings,208,5
1304049,Royal Challengers Bangalore,205,2
1304050,Gujarat Titans,161,5
1304050,Lucknow Super Giants,158,6
1304051,Rajasthan Royals,210,6
1304051,Sunrisers Hyderabad,149,7
1304052,Kolkata Knight Riders,128,10
1304052,Royal Challengers Bangalore,132,7
1304053,Chennai Super Kings,210,7
1304053,Lucknow Super Giants,211,4
1304054,Kolkata Knight Riders,141,4
1304054,Punjab Kings,137,10
1304055,Mumbai Indians,170,8
1304055,Rajasthan Royals,193,8
1304056,Delhi Capitals,157,9
1304056,Gujarat Titans,171,6
1304057,Chennai Super Kings,126,10
1304057,Punjab Kings,180,8
1304058,Lucknow Super Giants,169,7
1304058,Sunrisers Hyderabad,157,9
1304059,Rajasthan Royals,169,3
1304059,Royal Challengers Bangalore,173,6
1304060,Kolkata Knight Riders,162,5
1304060,Mumbai Indians,161,4
1304061,Delhi Capitals,149,3
1304061,Lucknow Super Giants,155,4
1304062,Gujarat Titans,190,4
1304062,Punjab Kings,189,9
1304063,Chennai Super Kings,154,7
1304063,Sunrisers Hyderabad,155,2
1304064,Mumbai Indians,151,6
1304064,Royal Challengers Bangalore,152,3
1304065,Delhi Capitals,215,5
1304065,Kolkata Knight Riders,171,10
1304066,Lucknow Super Giants,162,8
1304066,Rajasthan Royals,165,6
1304067,Gujarat Titans,162,7
1304067,Sunrisers Hyderabad,168,3
1304068,Chennai Super Kings,216,4
1304068,Royal Challengers Bangalore,193,9
1304069,Mumbai Indians,186,9
1304069,Punjab Kings,198,5
1304070,Gujarat Titans,192,4
1304070,Rajasthan Royals,155,9
1304071,Kolkata Knight Riders,175,8
1304071,Sunrisers Hyderabad,176,3
1304072,Lucknow Super Giants,199,4
1304072,Mumbai Indians,181,9
1304073,Delhi Capitals,173,7
1304073,Royal Challengers Bangalore,189,5
1304074,Punjab Kings,151,10
1304074,Sunrisers Hyderabad,152,3
1304075,Chennai Super Kings,169,5
1304075,Gujarat Titans,170,7
1304076,Kolkata Knight Riders,210,10
1304076,Rajasthan Royals,217,5
1304077,Lucknow Super Giants,163,8
1304077,Royal Challengers Bangalore,181,6
1304078,Delhi Capitals,119,1
1304078,Punjab Kings,115,10
1304079,Chennai Super Kings,156,7
1304079,Mumbai Indians,155,7
1304080,Delhi Capitals,207,8
1304080,Rajasthan Royals,222,2
1304081,Gujarat Titans,156,9
1304081,Kolkata Knight Riders,148,8
1304082,Royal Challengers Bangalore,68,10
1304082,Sunrisers Hyderabad,72,1
1304083,Lucknow Super Giants,168,6
1304083,Mumbai Indians,132,8
1304084,Chennai Super Kings,176,6
1304084,Punjab Kings,187,4
1304085,Rajasthan Royals,144,8
1304085,Royal Challengers Bangalore,115,10
1304086,Gujarat Titans,199,5
1304086,Sunrisers Hyderabad,195,6
1304087,Delhi Capitals,150,6
1304087,Kolkata Knight Riders,146,9
1304088,Lucknow Super Giants,153,8
1304088,Punjab Kings,133,8
1304089,Gujarat Titans,174,4
1304089,Royal Challengers Bangalore,170,6
1304090,Mumbai Indians,161,5
1304090,Rajasthan Royals,158,6
1304091,Delhi Capitals,189,7
1304091,Lucknow Super Giants,195,3
1304092,Chennai Super Kings,202,2
1304092,Sunrisers Hyderabad,189,6
1304093,Kolkata Knight Riders,158,3
1304093,Rajasthan Royals,152,5
1304094,Gujarat Titans,143,8
1304094,Punjab Kings,145,2
1304095,Chennai Super Kings,160,8
1304095,Royal Challengers Bangalore,173,8
1304096,Delhi Capitals,207,3
1304096,Sunrisers Hyderabad,186,8
1304097,Gujarat Titans,172,5
1304097,Mumbai Indians,177,6
1304098,Punjab Kings,189,5
1304098,Rajasthan Royals,190,4
1304099,Kolkata Knight Riders,101,10
1304099,Lucknow Super Giants,176,7
1304100,Royal Challengers Bangalore,192,3
1304100,Sunrisers Hyderabad,125,10
1304101,Chennai Super Kings,208,6
1304101,Delhi Capitals,117,10
1304102,Kolkata Knight Riders,165,9
1304102,Mumbai Indians,113,10
1304103,Gujarat Titans,144,4
1304103,Lucknow Super Giants,82,10
1304104,Delhi Capitals,161,2
1304104,Rajasthan Royals,160,6
1304105,Chennai Super Kings,97,10
1304105,Mumbai Indians,103,5
1304106,Punjab Kings,209,9
1304106,Royal Challengers Bangalore,155,9
1304107,Kolkata Knight Riders,177,6
1304107,Sunrisers Hyderabad,123,8
1304108,Chennai Super Kings,133,5
1304108,Gujarat Titans,137,3
1304109,Lucknow Super Giants,154,8
1304109,Rajasthan Royals,178,6
1304110,Delhi Capitals,159,7
1304110,Punjab Kings,142,9
1304111,Mumbai Indians,190,7
1304111,Sunrisers Hyderabad,193,6
1304112,Kolkata Knight Riders,208,8
1304112,Lucknow Super Giants,210,0
1304113,Gujarat Titans,168,5
1304113,Royal Challengers Bangalore,170,2
1304114,Chennai Super Kings,150,6
1304114,Rajasthan Royals,151,5
1304115,Delhi Capitals,159,7
1304115,Mumbai Indians,160,5
1304116,Punjab Kings,160,5
1304116,Sunrisers Hyderabad,157,8
1312197,Gujarat Titans,191,3
1312197,Rajasthan Royals,188,6
1312198,Lucknow Super Giants,193,6
1312198,Royal Challengers Bangalore,207,4
1312199,Rajasthan Royals,161,3
1312199,Royal Challengers Bangalore,157,8
1312200,Gujarat Titans,133,3
1312200,Rajasthan Royals,130,9
1359475,Chennai Super Kings,178,7
1359475,Gujarat Titans,182,5
1359476,Kolkata Knight Riders,146,7
1359476,Punjab Kings,191,5
1359477,Delhi Capitals,143,9
1359477,Lucknow Super Giants,193,6
1359478,Rajasthan Royals,203,5
1359478,Sunrisers Hyderabad,131,8
1359479,Mumbai Indians,171,7
1359479,Royal Challengers Bangalore,172,2
1359480,Chennai Super Kings,217,7
1359480,Lucknow Super Giants,205,7
1359481,Delhi Capitals,162,8
1359481,Gujarat Titans,163,4
1359482,Punjab Kings,197,5
1359482,Rajasthan Royals,192,7
1359483,Kolkata Knight Riders,204,7
1359483,Royal Challengers Bangalore,123,10
1359484,Lucknow Super Giants,127,5
1359484,Sunrisers Hyderabad,121,8
1359485,Delhi Capitals,142,9
1359485,Rajasthan Royals,199,4
1359486,Chennai Super Kings,159,3
1359486,Mumbai Indians,157,8
1359487,Gujarat Titans,204,4
1359487,Kolkata Knight Riders,207,7
1359488,Punjab Kings,143,9
1359488,Sunrisers Hyderabad,145,2
1359489,Lucknow Super Giants,213,9
1359489,Royal Challengers Bangalore,212,2
1359490,Delhi Capitals,172,10
1359490,Mumbai Indians,173,4
1359491,Chennai Super Kings,172,6
1359491,Rajasthan Royals,175,8
1359492,Gujarat Titans,154,4
1359492,Punjab Kings,153,8
1359493,Kolkata Knight Riders,205,7
1359493,Sunrisers Hyderabad,228,4
1359494,Delhi Capitals,151,9
1359494,Royal Challengers Bangalore,174,6
1359495,Lucknow Super Giants,159,8
1359495,Punjab Kings,161,8
1359496,Kolkata Knight Riders,185,6
1359496,Mumbai Indians,186,5
1359497,Gujarat Titans,177,7
1359497,Rajasthan Royals,179,7
1359498,Chennai Super Kings,226,6
1359498,Royal Challengers Bangalore,218,8
1359499,Mumbai Indians,192,5
1359499,Sunrisers Hyderabad,178,10
1359500,Lucknow Super Giants,154,7
1359500,Rajasthan Royals,144,6
1359501,Punjab Kings,150,10
1359501,Royal Challengers Bangalore,174,4
1359502,Delhi Capitals,128,6
1359502,Kolkata Knight Riders,127,10
1359503,Chennai Super Kings,138,3
1359503,Sunrisers Hyderabad,134,7
1359504,Gujarat Titans,135,6
1359504,Lucknow Super Giants,128,7
1359505,Mumbai Indians,201,6
1359505,Punjab Kings,214,8
1359506,Rajasthan Royals,182,6
1359506,Royal Challengers Bangalore,189,9
1359507,Chennai Super Kings,235,4
1359507,Kolkata Knight Riders,186,8
1359508,Delhi Capitals,144,9
1359508,Sunrisers Hyderabad,137,6
1359509,Gujarat Titans,207,6
1359509,Mumbai Indians,152,9
1359510,Kolkata Knight Riders,200,5
1359510,Royal Challengers Bangalore,179,8
1359511,Chennai Super Kings,170,6
1359511,Rajasthan Royals,202,5
1359512,Lucknow Super Giants,257,5
1359512,Punjab Kings,201,10
1359513,Gujarat Titans,180,3
1359513,Kolkata Knight Riders,179,7
1359514,Delhi Capitals,188,6
1359514,Sunrisers Hyderabad,197,6
1359515,Chennai Super Kings,200,4
1359515,Punjab Kings,201,6
1359516,Mumbai Indians,214,4
1359516,Rajasthan Royals,212,7
1359517,Lucknow Super Giants,108,10
1359517,Royal Challengers Bangalore,126,9
1359518,Delhi Capitals,130,8
1359518,Gujarat Titans,125,6
1359519,Lucknow Super Giants,125,7
1359520,Mumbai Indians,216,4
1359520,Punjab Kings,214,3
1359521,Kolkata Knight Riders,171,9
1359521,Sunrisers Hyderabad,166,8
1359522,Gujarat Titans,119,1
1359522,Rajasthan Royals,118,10
1359523,Chennai Super Kings,140,4
1359523,Mumbai Indians,139,8
1359524,Delhi Capitals,187,3
1359524,Royal Challengers Bangalore,181,4
1359525,Gujarat Titans,227,2
1359525,Lucknow Super Giants,171,7
1359526,Rajasthan Royals,214,2
1359526,Sunrisers Hyderabad,217,6
1359527,Kolkata Knight Riders,182,5
1359527,Punjab Kings,179,7
1359528,Mumbai Indians,200,4
1359528,Royal Challengers Bangalore,199,6
1359529,Chennai Super Kings,167,8
1359529,Delhi Capitals,140,8
1359530,Kolkata Knight Riders,149,8
1359530,Rajasthan Royals,151,1
1359531,Gujarat Titans,191,8
1359531,Mumbai Indians,218,5
1359532,Lucknow Super Giants,185,3
1359532,Sunrisers Hyderabad,182,6
1359533,Delhi Capitals,136,8
1359533,Punjab Kings,167,7
1359534,Rajasthan Royals,59,10
1359534,Royal Challengers Bangalore,171,5
1359535,Chennai Super Kings,144,6
1359535,Kolkata Knight Riders,147,4
1359536,Gujarat Titans,188,9
1359536,Sunrisers Hyderabad,154,9
1359537,Lucknow Super Giants,177,4
1359537,Mumbai Indians,172,5
1359538,Delhi Capitals,213,2
1359538,Punjab Kings,198,8
1359539,Royal Challengers Bangalore,187,2
1359539,Sunrisers Hyderabad,186,5
1359540,Punjab Kings,187,5
1359540,Rajasthan Royals,189,6
1359541,Chennai Super Kings,223,3
1359541,Delhi Capitals,146,9
1359542,Kolkata Knight Riders,175,7
1359542,Lucknow Super Giants,176,8
1359543,Mumbai Indians,201,2
1359543,Sunrisers Hyderabad,200,5
1359544,Gujarat Titans,198,4
1359544,Royal Challengers Bangalore,197,5
1370350,Chennai Super Kings,172,7
1370350,Gujarat Titans,157,10
1370351,Lucknow Super Giants,101,10
1370351,Mumbai Indians,182,8
1370352,Gujarat Titans,233,3
1370352,Mumbai Indians,171,10
1370353,Chennai Super Kings,171,5
1370353,Gujarat Titans,214,4
1422119,Chennai Super Kings,176,4
1422119,Royal Challengers Bengaluru,173,6
1422120,Delhi Capitals,174,9
1422120,Punjab Kings,177,6
1422121,Kolkata Knight Riders,208,7
1422121,Sunrisers Hyderabad,204,7
1422122,Lucknow Super Giants,173,6
1422122,Rajasthan Royals,193,4
1422123,Gujarat Titans,168,6
1422123,Mumbai Indians,162,9
1422124,Punjab Kings,176,6
1422124,Royal Challengers Bengaluru,178,6
1422125,Chennai Super Kings,206,6
1422125,Gujarat Titans,143,8
1422126,Mumbai Indians,246,5
1422126,Sunrisers Hyderabad,277,3
1422127,Delhi Capitals,173,5
1422127,Rajasthan Royals,185,5
1422128,Kolkata Knight Riders,186,3
1422128,Royal Challengers Bengaluru,182,6
1422129,Lucknow Super Giants,199,8
1422129,Punjab Kings,178,5
1422130,Gujarat Titans,168,3
1422130,Sunrisers Hyderabad,162,8
1422131,Chennai Super Kings,171,6
1422131,Delhi Capitals,191,5
1422132,Mumbai Indians,125,9
1422132,Rajasthan Royals,127,4
1422133,Lucknow Super Giants,181,5
1422133,Royal Challengers Bengaluru,153,10
1422134,Delhi Capitals,166,10
1422134,Kolkata Knight Riders,272,7
1422135,Gujarat Titans,199,4
1422135,Punjab Kings,200,7
1422136,Chennai Super Kings,165,5
1422136,Sunrisers Hyderabad,166,4
1422137,Rajasthan Royals,189,4
1422137,Royal Challengers Bengaluru,183,3
1422138,Delhi Capitals,205,8
1422138,Mumbai Indians,234,5
1422139,Gujarat Titans,130,10
1422139,Lucknow Super Giants,163,5
1426260,Chennai Super Kings,141,3
1426260,Kolkata Knight Riders,137,9
1426261,Punjab Kings,180,6
1426261,Sunrisers Hyderabad,182,9
1426262,Gujarat Titans,199,7
1426262,Rajasthan Royals,196,3
1426263,Mumbai Indians,199,3
1426263,Royal Challengers Bengaluru,196,8
1426264,Delhi Capitals,170,4
1426264,Lucknow Super Giants,167,7
1426265,Punjab Kings,147,8
1426265,Rajasthan Royals,152,7
1426266,Kolkata Knight Riders,162,2
1426266,Lucknow Super Giants,161,7
1426267,Chennai Super Kings,206,4
1426267,Mumbai Indians,186,6
1426268,Royal Challengers Bengaluru,262,7
1426268,Sunrisers Hyderabad,287,3
1426269,Kolkata Knight Riders,223,6
1426269,Rajasthan Royals,224,8
1426270,Delhi Capitals,92,4
1426270,Gujarat Titans,89,10
1426271,Mumbai Indians,192,7
1426271,Punjab Kings,183,10
1426272,Chennai Super Kings,176,6
1426272,Lucknow Super Giants,180,2
1426273,Delhi Capitals,199,10
1426273,Sunrisers Hyderabad,266,7
1426274,Kolkata Knight Riders,222,6
1426274,Royal Challengers Bengaluru,221,10
1426275,Gujarat Titans,146,7
1426275,Punjab Kings,142,10
1426276,Mumbai Indians,179,9
1426276,Rajasthan Royals,183,1
1426277,Chennai Super Kings,210,4
1426277,Lucknow Super Giants,213,4
1426278,Delhi Capitals,224,4
1426278,Gujarat Titans,220,8
1426279,Royal Challengers Bengaluru,206,7
1426279,Sunrisers Hyderabad,171,8
1426280,Kolkata Knight Riders,261,6
1426280,Punjab Kings,262,2
1426281,Delhi Capitals,257,4
1426281,Mumbai Indians,247,9
1426282,Lucknow Super Giants,196,5
1426282,Rajasthan Royals,199,3
1426283,Gujarat Titans,200,3
1426283,Royal Challengers Bengaluru,206,1
1426284,Chennai Super Kings,212,3
1426284,Sunrisers Hyderabad,134,10
1426285,Delhi Capitals,153,9
1426285,Kolkata Knight Riders,157,3
1426286,Lucknow Super Giants,145,6
1426286,Mumbai Indians,144,7
1426287,Chennai Super Kings,162,7
1426287,Punjab Kings,163,3
1426288,Rajasthan Royals,200,7
1426288,Sunrisers Hyderabad,201,3
1426289,Kolkata Knight Riders,169,10
1426289,Mumbai Indians,145,10
1426290,Gujarat Titans,147,10
1426290,Royal Challengers Bengaluru,152,6
1426291,Chennai Super Kings,167,9
1426291,Punjab Kings,139,9
1426292,Kolkata Knight Riders,235,6
1426292,Lucknow Super Giants,137,10
1426293,Mumbai Indians,174,3
1426293,Sunrisers Hyderabad,173,8
1426294,Delhi Capitals,221,8
1426294,Rajasthan Royals,201,8
1426295,Lucknow Super Giants,165,4
1426295,Sunrisers Hyderabad,167,0
1426296,Punjab Kings,181,10
1426296,Royal Challengers Bengaluru,241,7
1426297,Chennai Super Kings,196,8
1426297,Gujarat Titans,231,3
1426298,Kolkata Knight Riders,157,7
1426298,Mumbai Indians,139,8
1426299,Chennai Super Kings,145,5
1426299,Rajasthan Royals,141,5
1426300,Delhi Capitals,140,10
1426300,Royal Challengers Bengaluru,187,9
1426302,Delhi Capitals,208,4
1426302,Lucknow Super Giants,189,9
1426303,Punjab Kings,145,5
1426303,Rajasthan Royals,144,9
1426305,Lucknow Super Giants,214,6
1426305,Mumbai Indians,196,6
1426306,Chennai Super Kings,191,7
1426306,Royal Challengers Bengaluru,218,5
1426307,Punjab Kings,214,5
1426307,Sunrisers Hyderabad,215,6
1426309,Kolkata Knight Riders,164,2
1426309,Sunrisers Hyderabad,159,10
1426310,Rajasthan Royals,174,6
1426310,Royal Challengers Bengaluru,172,8
1426311,Rajasthan Royals,139,7
1426311,Sunrisers Hyderabad,175,9
1426312,Kolkata Knight Riders,114,2
1426312,Sunrisers Hyderabad,113,10
1473438,Kolkata Knight Riders,174,8
1473438,Royal Challengers Bengaluru,177,3
1473439,Rajasthan Royals,242,6
1473439,Sunrisers Hyderabad,286,6
1473440,Chennai Super Kings,158,6
1473440,Mumbai Indians,155,9
1473441,Delhi Capitals,211,9
1473441,Lucknow Super Giants,209,8
1473442,Gujarat Titans,232,5
1473442,Punjab Kings,243,5
1473443,Kolkata Knight Riders,153,2
1473443,Rajasthan Royals,151,9
1473444,Lucknow Super Giants,193,5
1473444,Sunrisers Hyderabad,190,9
1473445,Chennai Super Kings,146,8
1473445,Royal Challengers Bengaluru,196,7
1473446,Gujarat Titans,196,8
1473446,Mumbai Indians,160,6
1473447,Delhi Capitals,166,3
1473447,Sunrisers Hyderabad,163,10
1473448,Chennai Super Kings,176,6
1473448,Rajasthan Royals,182,9
1473449,Kolkata Knight Riders,116,10
1473449,Mumbai Indians,121,2
1473450,Lucknow Super Giants,171,7
1473450,Punjab Kings,177,2
1473451,Gujarat Titans,170,2
1473451,Royal Challengers Bengaluru,169,8
1473452,Kolkata Knight Riders,200,6
1473452,Sunrisers Hyderabad,120,10
1473453,Lucknow Super Giants,203,8
1473453,Mumbai Indians,191,5
1473454,Chennai Super Kings,158,5
1473454,Delhi Capitals,183,6
1473455,Punjab Kings,155,9
1473455,Rajasthan Royals,205,4
1473456,Kolkata Knight Riders,234,7
1473456,Lucknow Super Giants,238,3
1473457,Gujarat Titans,153,3
1473457,Sunrisers Hyderabad,152,8
1473458,Mumbai Indians,209,9
1473458,Royal Challengers Bengaluru,221,5
1473459,Chennai Super Kings,201,5
1473459,Punjab Kings,219,6
1473460,Gujarat Titans,217,6
1473460,Rajasthan Royals,159,10
1473461,Delhi Capitals,169,4
1473461,Royal Challengers Bengaluru,163,7
1473462,Chennai Super Kings,103,9
1473462,Kolkata Knight Riders,107,2
1473463,Gujarat Titans,180,6
1473463,Lucknow Super Giants,186,4
1473464,Punjab Kings,245,6
1473464,Sunrisers Hyderabad,247,2
1473465,Rajasthan Royals,173,4
1473465,Royal Challengers Bengaluru,175,1
1473466,Delhi Capitals,193,10
1473466,Mumbai Indians,205,5
1473467,Chennai Super Kings,168,5
1473467,Lucknow Super Giants,166,7
1473468,Kolkata Knight Riders,95,10
1473468,Punjab Kings,111,10
1473469,Delhi Capitals,201,5
1473469,Rajasthan Royals,199,7
1473470,Mumbai Indians,166,6
1473470,Sunrisers Hyderabad,162,5
1473471,Punjab Kings,98,5
1473471,Royal Challengers Bengaluru,95,9
1473472,Delhi Capitals,203,8
1473472,Gujarat Titans,204,3
1473473,Lucknow Super Giants,180,5
1473473,Rajasthan Royals,178,5
1473474,Punjab Kings,157,6
1473474,Royal Challengers Bengaluru,159,3
1473475,Chennai Super Kings,176,5
1473475,Mumbai Indians,177,1
1473476,Gujarat Titans,198,3
1473476,Kolkata Knight Riders,159,8
1473477,Delhi Capitals,161,2
1473477,Lucknow Super Giants,159,6
1473478,Mumbai Indians,146,3
1473478,Sunrisers Hyderabad,143,8
1473479,Rajasthan Royals,194,9
1473479,Royal Challengers Bengaluru,205,5
1473480,Chennai Super Kings,154,10
1473480,Sunrisers Hyderabad,155,5
1473481,Kolkata Knight Riders,7,0
1473481,Punjab Kings,201,4
1473482,Lucknow Super Giants,161,10
1473482,Mumbai Indians,215,7
1473483,Delhi Capitals,162,8
1473483,Royal Challengers Bengaluru,165,4
1473484,Gujarat Titans,209,4
1473484,Rajasthan Royals,212,2
1473485,Delhi Capitals,190,9
1473485,Kolkata Knight Riders,204,9
1473486,Chennai Super Kings,190,10
1473486,Punjab Kings,194,6
1473487,Mumbai Indians,217,2
1473487,Rajasthan Royals,117,10
1473488,Gujarat Titans,224,6
1473488,Sunrisers Hyderabad,186,6
1473489,Chennai Super Kings,211,5
1473489,Royal Challengers Bengaluru,213,5
1473490,Kolkata Knight Riders,206,4
1473490,Rajasthan Royals,205,8
1473491,Lucknow Super Giants,199,7
1473491,Punjab Kings,236,5
1473492,Delhi Capitals,133,7
1473493,Gujarat Titans,147,7
1473493,Mumbai Indians,155,8
1473494,Chennai Super Kings,183,8
1473494,Kolkata Knight Riders,179,6
1473495,Punjab Kings,122,1
1473497,Punjab Kings,219,5
1473497,Rajasthan Royals,209,7
1473498,Delhi Capitals,199,3
1473498,Gujarat Titans,205,0
1473499,Lucknow Super Giants,205,7
1473499,Sunrisers Hyderabad,206,5
1473500,Chennai Super Kings,187,8
1473500,Rajasthan Royals,188,4
1473501,Delhi Capitals,121,10
1473501,Mumbai Indians,180,5
1473502,Gujarat Titans,202,9
1473502,Lucknow Super Giants,235,2
1473503,Royal Challengers Bengaluru,189,10
1473503,Sunrisers Hyderabad,231,6
1473504,Chennai Super Kings,230,5
1473504,Gujarat Titans,147,10
